,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.6293532338308457,0.8250000000000001,0.48403746893519406,0.8181818181818182,0.75,0.5777777777777778,0.7205129414654144,0.6586224955916944,0.7561058270003559,0.4196492526490351,0.3225507060065337,0.6454290918332014,0.5794205210231659,0.7209286815997245,0.6142550143266475,0.460625,0.1998919137834307
