,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.6592039800995024,0.78,0.42764289810743644,0.7045454545454546,0.75,0.5777777777777778,0.6809145945444173,0.6193399527127165,0.6761810088323509,0.31327083377453424,0.29755243568550727,0.47709890972897273,0.4150385258716858,0.6037195453559491,0.6310888252148997,0.55,0.1653455120905187
